Order,Tier,Topic,English,Turkish,Swedish,Farsi,Hindi,Is New
207,Novice,3. People & Family,The teacher is free to speak with you now.,Öğretmen şimdi sizinle konuşmak için müsait.,Läraren har tid att prata med dig nu.,,,
208,Novice,3. People & Family,Let us look for a small gift for the baby.,Bebek için küçük bir hediye bakalım.,Låt oss leta efter en liten present till bebisen.,,,
209,Novice,3. People & Family,You do not spend enough time with family lately.,Son zamanlarda ailenle yeterince zaman geçirmiyorsun.,Du tillbringar inte tillräckligt med tid med familjen på sistone.,,,
210,Novice,3. People & Family,She does not have enough patience for children.,Çocuklar için yeterli sabrı yok.,Hon har inte tillräckligt med tålamod för barn.,,,
211,Novice,3. People & Family,We waste too much food every single week.,Her hafta çok fazla yemek israf ediyoruz.,Vi slänger för mycket mat varje enda vecka.,,,
212,Novice,3. People & Family,She is the most nervous driver in the family.,"O, ailedeki en gergin sürücü.",Hon är den nervösaste föraren i familjen.,,,
213,Novice,3. People & Family,You are embarrassed because you forgot your friend's name.,Arkadaşının adını unuttuğun için utanıyorsun.,Du skäms för att du glömde din väns namn.,,,
214,Novice,3. People & Family,She is jealous because her sister has a new car.,Kız kardeşinin yeni bir arabası olduğu için kıskanıyor.,Hon är avundsjuk eftersom hennes syster har en ny bil.,,,
215,Novice,3. People & Family,We have known our best friends since we were children.,En iyi arkadaşlarımızı çocukluğumuzdan beri tanıyoruz.,Vi har känt våra bästa vänner sedan vi var barn.,,,
216,Novice,3. People & Family,He has never lied to his parents about his grades.,Notları hakkında anne babasına hiç yalan söylememiştir.,Han har aldrig ljugit för sina föräldrar om sina betyg.,,,
217,Novice,3. People & Family,They have been married since nineteen ninety-five.,1995'ten beri evliler.,De har varit gifta sedan nittonhundranittiofem.,,,
218,Novice,3. People & Family,He has exercised every single day for a month.,O bir aydır her gün egzersiz yapıyor.,Han har tränat varje enda dag i en månad.,,,
219,Novice,3. People & Family,Children become very grumpy if they do not eat.,Çocuklar yemek yemezlerse çok huysuz olurlar.,Barn blir väldigt griniga om de inte äter.,,,
220,Novice,3. People & Family,The kids will build a snowman if it snows.,Kar yağarsa çocuklar bir kardan adam yapacaklar.,Barnen kommer att bygga en snögubbe om det snöar.,,,
221,Novice,3. People & Family,You really ought to call your grandmother more often.,Gerçekten büyükanneni daha sık aramalısın.,Du borde verkligen ringa din mormor/farmor oftare.,,,
222,Novice,3. People & Family,We really should not risk being late for the wedding.,Düğüne geç kalmayı kesinlikle göze almamalıyız.,Vi borde verkligen inte riskera att komma för sent till bröllopet.,,,
223,Novice,3. People & Family,It might be worth asking the teacher for an extension.,Öğretmenden ek süre istemeye değebilir.,Det kan vara värt att fråga läraren om en förlängning.,,,
224,Novice,3. People & Family,We should help the new student find the office.,Yeni öğrencinin ofisi bulmasına yardım etmeliyiz.,Vi borde hjälpa den nya studenten hitta kontoret.,,,
225,Novice,3. People & Family,He should be honest with his parents about the accident.,Kaza hakkında ailesine dürüst olmalı.,Han borde vara ärlig mot sina föräldrar om olyckan.,,,
226,Novice,3. People & Family,She stepped away to deal with an urgent family matter.,Acil bir aile meselesiyle ilgilenmek için uzaklaştı.,Hon drog sig undan för att ta hand om en brådskande familjeangelägenhet.,,,
227,Novice,3. People & Family,We asked a few friends to help us move furniture.,Birkaç arkadaşımızdan mobilyaları taşımamıza yardım etmelerini istedik.,Vi bad några vänner att hjälpa oss flytta möbler.,,,
228,Novice,3. People & Family,Our neighbor organizes the schedule for the trash bins.,Komşumuz çöp kutularının programını düzenler.,Vår granne organiserar schemat för sopkärlen.,,,
229,Novice,3. People & Family,We kept the surprise quiet until her actual birthday.,Sürprizi gerçek doğum gününe kadar gizli tuttuk.,Vi höll överraskningen hemlig fram till hennes riktiga födelsedag.,,,
230,Novice,3. People & Family,He rebuilt the relationship with our most important partner.,"O, en önemli ortağımızla ilişkiyi yeniden kurdu.",Han återuppbyggde relationen med vår viktigaste partner.,,,
231,Novice,3. People & Family,The teacher warned that the exam would be challenging.,"Öğretmen, sınavın zorlu olacağı konusunda uyardı.",Läraren varnade att provet skulle bli utmanande.,,,
232,Novice,3. People & Family,She asked her boss for time off for a wedding.,Düğün için patronundan izin istedi.,Hon bad sin chef om ledighet för ett bröllop.,,,
233,Novice,3. People & Family,Our neighbor told us it had rained all night long.,Komşumuz bize bütün gece yağmur yağdığını söyledi.,Vår granne berättade för oss att det hade regnat hela natten.,,,
234,Novice,3. People & Family,She mentioned her brother works as a lawyer in London.,Kardeşinin Londra'da avukat olarak çalıştığını söyledi.,Hon nämnde att hennes bror arbetar som advokat i London.,,,
235,Novice,3. People & Family,I will be staying with friends during the home renovations.,Ev tadilatı sırasında arkadaşlarımda kalacağım.,Jag kommer att bo hos vänner under hemrenoveringen.,,,
236,Novice,3. People & Family,All student essays must be submitted through the website.,Tüm öğrenci denemeleri web sitesi üzerinden teslim edilmelidir.,Alla studentuppsatser måste lämnas in via webbplatsen.,,,
237,Novice,3. People & Family,This is the house my grandfather built himself.,"Bu, dedemin kendi yaptığı ev.",Det här är huset min morfar/farfar byggde själv.,,,
238,Novice,3. People & Family,She is the colleague who explained the filing system.,Dosyalama sistemini açıklayan meslektaş odur.,Hon är kollegan som förklarade arkiveringssystemet.,,,
239,Novice,3. People & Family,The world-record athlete was born in a Kenyan town.,"Dünya rekortmeni atlet, bir Kenya kasabasında doğdu.",Världsrekordidrottaren föddes i en kenyansk stad.,,,
240,Novice,3. People & Family,The phone she is currently using belongs to her brother.,Şu anda kullandığı telefon erkek kardeşine ait.,Telefonen som hon använder just nu tillhör hennes bror.,,,
241,Novice,3. People & Family,The children were playing while their father made dinner.,Babaları yemek yaparken çocuklar oynuyorlardı.,Barnen lekte medan deras pappa lagade middag.,,,
242,Novice,3. People & Family,Some students whispered while the teacher explained the lesson.,Öğretmen dersi açıklarken bazı öğrenciler fısıldaştı.,Några elever viskade medan läraren förklarade lektionen.,,,
243,Novice,3. People & Family,She sang softly while the baby fell asleep.,Bebek uyurken yumuşakça şarkı söyledi.,Hon sjöng mjukt medan bebisen somnade.,,,
244,Novice,3. People & Family,I ran into an old friend while I was shopping.,Alışveriş yaparken eski bir arkadaşımla karşılaştım.,Jag sprang på en gammal vän när jag handlade.,,,
245,Novice,3. People & Family,She painted her sister while the cat slept nearby.,Kedi yakınlarda uyurken kız kardeşinin resmini yaptı.,Hon målade sin syster medan katten sov i närheten.,,,
246,Novice,3. People & Family,I was leaving the office when my boss called me.,Ofisten çıkıyordum ki patronum beni aradı.,Jag var på väg att lämna kontoret när min chef ringde mig.,,,
247,Novice,3. People & Family,Children should learn to respect all living things.,Çocuklar tüm canlılara saygı duymayı öğrenmeli.,Barn bör lära sig att respektera allt levande.,,,
248,Novice,3. People & Family,What slowed everything down was a single missing form.,Her şeyi yavaşlatan tek bir eksik formdu.,Det som fördröjde allt var ett enda saknat formulär.,,,
249,Novice,3. People & Family,The quiet advice from my grandfather stayed with me.,Büyükbabamdan aldığım sessiz öğüt içimde kaldı.,De tysta råden från min farfar stannade hos mig.,,,
250,Novice,3. People & Family,The world will feel unfamiliar when the kids grow up.,Çocuklar büyüdüğünde dünya tanıdık gelmeyecek.,Världen kommer att kännas obekant när barnen växer upp.,,,
251,Novice,4. Describing People & Things,You are a very kind person.,Çok nazik bir insansınız.,Du är en mycket snäll person.,,,
252,Novice,4. Describing People & Things,Do you work in a school?,Bir okulda mı çalışıyorsun?,Arbetar du i en skola?,,,
253,Novice,4. Describing People & Things,Does she work in a studio?,Bir stüdyoda mı çalışıyor?,Arbetar hon i en studio?,,,
254,Novice,4. Describing People & Things,We are from a small town.,Küçük bir kasabadanız.,Vi är från en liten stad.,,,
255,Novice,4. Describing People & Things,We live near the park.,Parkın yakınında oturuyoruz.,Vi bor nära parken.,,,
256,Novice,4. Describing People & Things,They are very busy today.,Onlar bugün çok meşgul.,De är väldigt upptagna idag.,,,
257,Novice,4. Describing People & Things,Do they work in an office?,Onlar bir ofiste mi çalışıyorlar?,Arbetar de på ett kontor?,,,
258,Novice,4. Describing People & Things,Do you live in this city?,Bu şehirde mi yaşıyorsunuz?,Bor du i den här staden?,,,
259,Novice,4. Describing People & Things,Does he work at the factory.,Fabrikada çalışıyor mu?,Arbetar han på fabriken?,,,
260,Novice,4. Describing People & Things,She lives in New York.,New York'ta yaşıyor.,Hon bor i New York.,,,
261,Novice,4. Describing People & Things,We are very happy.,Çok mutluyuz.,Vi är väldigt glada.,,,
262,Novice,4. Describing People & Things,Do we live in a safe neighborhood?,Güvenli bir mahallede yaşıyor muyuz?,Bor vi i ett tryggt område?,,,
263,Novice,4. Describing People & Things,They are teachers.,Onlar öğretmenler.,De är lärare.,,,
264,Novice,4. Describing People & Things,Do they work at the university?,Üniversitede mi çalışıyorlar?,Arbetar de på universitetet?,,,
265,Novice,4. Describing People & Things,You are tall.,Sen uzunsun.,Du är lång.,,,
266,Novice,4. Describing People & Things,He works in a famous restaurant.,Ünlü bir restoranda çalışıyor.,Han arbetar i en berömd restaurang.,,,
267,Novice,4. Describing People & Things,We are tired.,Yorgunuz.,Vi är trötta.,,,
268,Novice,4. Describing People & Things,We live far from the office.,Ofisten uzakta yaşıyoruz.,Vi bor långt från kontoret.,,,
269,Novice,4. Describing People & Things,They are neighbors.,Onlar komşu.,De är grannar.,,,
270,Novice,4. Describing People & Things,They live in the same building.,Aynı binada yaşıyorlar.,De bor i samma byggnad.,,,
271,Novice,4. Describing People & Things,You are late.,Geç kaldın.,Du är sen.,,,
272,Novice,4. Describing People & Things,Do you work on Saturdays?,Cumartesileri çalışıyor musunuz?,Arbetar du på lördagar?,,,
273,Novice,4. Describing People & Things,He lives in many different cities.,O birçok farklı şehirde oturur.,Han bor i många olika städer.,,,
274,Novice,4. Describing People & Things,Does she work at night?,O gece çalışıyor mu?,Arbetar hon på natten?,,,
275,Novice,4. Describing People & Things,We are ready.,Hazırız.,Vi är redo.,,,
276,Novice,4. Describing People & Things,We work together on this project.,Biz bu proje üzerinde birlikte çalışıyoruz.,Vi arbetar tillsammans med det här projektet.,,,
277,Novice,4. Describing People & Things,They are from France.,Onlar Fransa'dan.,De kommer från Frankrike.,,,
278,Novice,4. Describing People & Things,They live in Paris.,Paris'te yaşarlar.,De bor i Paris.,,,
279,Novice,4. Describing People & Things,His name is Antonio.,Adı Antonio'dur.,Hans namn är Antonio.,,,
280,Novice,4. Describing People & Things,You are thirsty after the walk.,Yürüyüşten sonra susadın.,Du är törstig efter promenaden.,,,
281,Novice,4. Describing People & Things,She does not sleep late on Fridays.,O Cuma günleri geç uyumaz.,Hon sover inte länge på fredagar.,,,
282,Novice,4. Describing People & Things,They do not sleep on the bus.,Onlar otobüste uyumazlar.,De sover inte på bussen.,,,
283,Novice,4. Describing People & Things,He does not drink coffee at night.,O geceleri kahve içmez.,Han dricker inte kaffe på natten.,,,
284,Novice,4. Describing People & Things,We do not eat spicy food.,Biz acı yemek yemeyiz.,Vi äter inte stark mat.,,,
285,Novice,4. Describing People & Things,He does not eat fast food.,O fast food yemez.,Han äter inte snabbmat.,,,
286,Novice,4. Describing People & Things,They do not go to the club.,Onlar kulübe gitmezler.,De går inte till klubben.,,,
287,Novice,4. Describing People & Things,You do not drive a truck.,Sen kamyon sürmezsin.,Du kör inte en lastbil.,,,
288,Novice,4. Describing People & Things,He does not watch television.,O televizyon izlemez.,Han tittar inte på TV.,,,
289,Novice,4. Describing People & Things,We do not use a computer at home.,Evde bilgisayar kullanmıyoruz.,Vi använder ingen dator hemma.,,,
290,Novice,4. Describing People & Things,Do you have two fresh apples today?,Bugün iki taze elmanız var mı?,Har du två färska äpplen idag?,,,
291,Novice,4. Describing People & Things,Do you like cold fruit?,Soğuk meyve sever misin?,Gillar du kall frukt?,,,
292,Novice,4. Describing People & Things,Do you have milk today?,Bugün sütünüz var mı?,Har ni mjölk idag?,,,
293,Novice,4. Describing People & Things,He is busy today.,O bugün meşgul.,Han är upptagen idag.,,,
294,Novice,4. Describing People & Things,We are free this afternoon.,Bu öğleden sonra müsaitiz.,Vi är lediga i eftermiddag.,,,
295,Novice,4. Describing People & Things,It is sunny this morning.,Bu sabah hava güneşli.,Det är soligt i morse.,,,
296,Novice,4. Describing People & Things,It is cold in the evening.,Akşamları soğuk olur.,Det är kallt på kvällen.,,,
297,Novice,4. Describing People & Things,He is late again.,Yine geç kaldı.,Han är sen igen.,,,
298,Novice,4. Describing People & Things,We are waiting near gate seven at the airport.,Havaalanında yedinci kapının yanında bekliyoruz.,Vi väntar nära gate sju på flygplatsen.,,,
299,Novice,4. Describing People & Things,We are waiting inside the building.,Binanın içinde bekliyoruz.,Vi väntar inne i byggnaden.,,,
